Feature,Company: ARAG – gewerbeversicherung_betriebshaftpflichtversicherung,Company: AXA – geschaeftskunden_veranstalterhaftpflichtversicherung,source,Company: Barmenia – Krankenhaustagegeld,Company: DKV – Betriebliche Krankenversicherung,Company: barmenia – deu_bde_privat_bde_produkte_privat_bde_gesundheit_kv_voll_spezialtarife_uebersicht.xhtml,Company: dkv – kunden-kundenbereich-service-rechnungen-einreichen-91963.md,Company: Barmenia – deu_bde_privat_bde_service_bde_infocenter_bde_krankenversicherung_bde_erstattungsfaehige_naturheilverfahren_uebersicht.xhtml,Company: DKV – gesundheit-organisation-hilfsmittel-service-schlafapnoe-geraete.md,Company: DKV – produkte-beihilfetarif-beamtenanwaerter-beamte-referendare-111254.md,Company: ERGO – de_Produkte_Zahnzusatzversicherung_Kieferorthopaedie,Company: DKV – Gesundheit Organisation Hilfsmittel Service Rollatoren,Company: ERGO – Zahnzusatzversicherung Verdoppelter Festzuschuss bei Zahnersatz,Company: dkv – gesundheit-organisation-hilfsmittel-service-hilfsmittel-zur-insulintherapie.md,Company: ergo – de_Produkte_Zahnzusatzversicherung_Zahnzusatzversicherung-ohne-Wartezeit,Company: dkv – zusatzversicherungen.md,Company: ergo – de_Service_ereignis-melden_leistungsfall-melden_kranken,Company: DKV – gesundheit-innere-organe.md,Company: ERGO – de_Service_ereignis-melden_leistungsfall-melden_zahn,Company: DKV – gesundheit-familienprogramme.md,Company: ERGO – de_Produkte_Zahnzusatzversicherung_Kieferorthopaedie_abschluss_kfo,Company: DKV – Gesundheit Organisation Hilfsmittel Service Beatmungsgeräte,Company: ERGO – Zahnzusatzversicherung mit Implantaten,Company: Generali – service-kontakt_schaden-melden_haftpflicht,Company: ERGO – de_Produkte_Haftpflichtversicherung_Hundehalterhaftpflicht,Company: dkv – gesundheit-familie.md,Company: ergo – de_Produkte,Company: DKV – private-krankenversicherungen.md,Company: ERGO – de_Produkte_Zahnzusatzversicherung_zahnersatz,Company: DKV – produkte-krankenversicherung-grosskunden-firmen-1556.md,Company: Generali – geschaeftskunden_gesundheit-betriebliche-vorsorge_betriebliche-krankenversicherung-inland,Company: dkv – gesundheit-organisation-hilfsmittel-service-kompressionstherapiegeraete.md,Company: generali – service-kontakt_self-service_vertragsinformationen_tarifinformation-krankenversicherung,Company: ERGO – Zahnzusatzversicherung,Company: Generali – Krankenzusatzversicherung,Company: ergo – de_Produkte_Zahnzusatzversicherung_Zahnzusatzversicherung-ohne-Wartezeit_abschluss_zez,Company: generali – service-kontakt_self-service_dokumente-einreichen_rechnung,Company: Generali – privatkunden_gesundheit-freizeit_gesundheitsservices,Company: R+V – krankenversicherungen,Company: R+V – private-krankenversicherung,Company: SDK – versicherungen_zusatzversicherung_auslandskrankenversicherung,Company: sdk – versicherungen_zusatzversicherung_zahnzusatzversicherung_was-genau-passiert-bei-einer-professionellen-zahnreinigung,Company: group – produkte_ambulante-zusatzversicherung,Company: sdk – versicherungen_private-krankenversicherung_gesundheitsdienstleistungen_gesundheitsberatung,Company: group – produkte_auslandskrankenversicherung,Company: huk-coburg – fahrzeuge_kfz-versicherung_elektro-kleinstfahrzeuge,Company: r+v – haftpflichtversicherung_haus-und-grundbesitzerhaftpflicht,Company: sdk – versicherungen_private-krankenversicherung_angebot,Company: group – produkte_zahnzusatzversicherung,Company: sdk – versicherungen_private-krankenversicherung_gesundheitsdienstleistungen_gesundheitsdienstleistungen-fuer-krankenzusatzversicherte,Company: group – produkte_auslandskrankenversicherung_familie,Company: sdk – versicherungen_zusatzversicherung_krankentagegeldversicherung,Company: group – service_gesundheitswelt,Company: sdk – versicherungen_private-krankenversicherung_work-life-balance-fuer-medizinerinnen-und-mediziner,Company: group – ratgeber_zahnzusatzversicherung-zahnfuellung,Company: sdk – services_online-services_einwilligungerklaerung,Company: group – ratgeber_zahnzusatzversicherung-sinnvoll,Company: sdk – versicherungen_zusatzversicherung_auslandskrankenversicherung_rechner,Company: group – produkte_private-krankenversicherung_studenten,Company: sdk – services_online-services_faq,Company: group – ratgeber_zahnzusatzversicherung-weisse-zaehne,Company: sdk – versicherungen_zusatzversicherung_ambulante-zusatzversicherung,Company: group – produkte_private-krankenversicherung_angebot,Company: sdk – versicherungen_private-krankenversicherung_pkv-fuer-aerzte,Company: group – ratgeber_zahnzusatzversicherung-ohne-wartezeit,Company: sdk – versicherungen_private-krankenversicherung,Company: group – produkte_krankenhauszusatzversicherung,Company: huk-coburg – fahrzeuge_kfz-versicherung_quad-versicherung.md,Company: r+v – haftpflichtversicherung_gewaesserschadenhaftpflicht,Company: sdk – downloads_Broschueren_Broschuere-Optionstarif-Private-Krankenversicherung-1.645s.pdf,Company: group – ratgeber_zahnzusatzversicherung-professionelle-zahnreinigung,Company: r+v – service,Company: group – produkte,Company: Generali – privatkunden_fahrzeug-zuhause_kunstversicherung,Company: ERGO – de_Service_ereignis-melden_schadenfall-melden,Company: R+V – beratung_direktberatung,Company: SIGNAL IDUNA – service_schaden-melden,Company: Generali – privatkunden_rundum-schutz_mein-zukunftsplan,Company: ERGO – de_Produkte_Rentenversicherung_Sofort-Rente,Company: r+v – altersvorsorge_private-rentenversicherung_privat-rente-indexinvest,Company: group – produkte_gewerbe_betriebsrentenversicherung,Company: sdk – versicherungen_altersvorsorge_betriebliche-altersvorsorge,Company: group – service_bav-net,Company: dkv – Reiserücktrittsversicherung & Reiseabbruchversicherung,Company: ergo – Schülerreise-Versicherung,Company: dkv – productdb_img_img_Auszeichnungen_Siegel-Franke-Bornberg-BMK1-BMZ1_XL.jpg_6,Company: ergo – de_Service_ereignis-melden,Company: AXA – pk_gesundheit_p_krankenhauszusatzversicherung,Company: Barmenia – deu_bde_geschaeftlich_bde_produkte_geschaeftskunde_bde_gesundheit_1_uebersicht.xhtml,Company: AXA – pk_gesundheit_p_ambulante-zusatzversicherung,Company: Barmenia – deu_bde_geschaeftlich_bde_produkte_geschaeftskunde_bde_gesundheit_1_kollektiv_1_uebersicht.xhtml,Company: Barmenia – MediApp-Tarif (Telearzt),Company: DKV – Orthesen Service,Company: Barmenia – VHV+ Tarif,Company: DKV – KombiMed Zahn Plus
Additional Services,,,comparison_cluster_31.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Health consultation, specialist appointment service, digital doctor visits via Medgate App, psychological counseling","24-hour emergency phone, organization of child care if parents fall ill",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coverage for Children,,,comparison_cluster_31.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,"Insured up to 25 years, including adoptive, step, and foster children",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global Coverage,,,comparison_cluster_31.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Worldwide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emergency Transport,,,comparison_cluster_31.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,"Full cost coverage, including air transport",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medical Treatment Coverage,,,comparison_cluster_31.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,"Necessary outpatient and inpatient treatments, prescribed medications",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Search, Rescue, and Recovery Costs",,,comparison_cluster_31.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,"Up to 15,000 €",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Covid-19 Coverage,,,comparison_cluster_31.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,"Covered, even with travel warnings",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Policy Duration and Renewal,,,comparison_cluster_31.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Annual policy with automatic renewal unless canceled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premium Determination,,,comparison_cluster_31.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Based on number and age of insured family members,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product Type,,,comparison_cluster_32.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Krankentagegeldversicherung,Various health and care insurance products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coverage Start,,,comparison_cluster_32.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ab dem ersten Tag der Krankschreibung (je nach Tarif),Not specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daily Allowance,,,comparison_cluster_32.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10 bis 30 Euro pro Tag (höhere Beträge auf Anfrage),Not specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Audience,,,comparison_cluster_32.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Selbstständige und Freiberufler,Not specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tax Benefits,,,comparison_cluster_32.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Steuerfrei,Not specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dynamic Benefits,,,comparison_cluster_32.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leistungen passen sich an steigende Einkommensverluste an,Not specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Contact Information,,,comparison_cluster_32.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Telefonnummer: 0800 221 0221,Not specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Additional Services,,,comparison_cluster_32.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,"Präventionskurse, digitale Angebote, elektronische Patientenakte",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Audience,,,comparison_cluster_33.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ärztinnen und Ärzte,Gesetzlich Versicherte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coverage Type,,,comparison_cluster_33.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private Krankenversicherung,Zahnzusatzversicherung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preventive Health Services,,,comparison_cluster_33.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Präventionskurse, psychologische Beratung, Rauchentwöhnung, Stressbewältigungskurse",Professionelle Zahnreinigung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cost Coverage Limit,,,comparison_cluster_33.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bis zu 500 Euro pro Jahr,Bis zu 100% der Kosten für hochwertige Füllungen und Inlays,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Special Discounts,,,comparison_cluster_33.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20% Ärzterabatt auf stationären Tarif S1 und ambulante Tarife,Nicht spezifiziert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premium Features,,,comparison_cluster_33.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Freie Arztwahl, Einbettzimmer im Krankenhaus","Hochwertige Zahnfüllungen, Zahnersatz, Implantate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Contribution Stability,,,comparison_cluster_33.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beitragsstabilität und Fairness,Nicht spezifiziert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unique Selling Proposition,,,comparison_cluster_33.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Individuell angepasste Tarife für Ärztinnen und Ärzte,Keine Wartezeit für Kostenübernahme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Recognition and Awards,,,comparison_cluster_33.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mehrfach für Fairness ausgezeichnet,Nicht spezifiziert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coverage Options,,,comparison_cluster_34.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Various options for employees, self-employed, civil servants, and doctors",Comprehensive coverage for dental prostheses and professional cleanings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Additional Insurance Types,,,comparison_cluster_34.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dental, hospital, outpatient, daily allowance, practice, and foreign health insurance",Not specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Special Tariffs,,,comparison_cluster_34.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Students and employees,"Children, adolescents, and young adults",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Online Services,,,comparison_cluster_34.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Invoice submission, address changes, SDK app, customer portal",Not specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Contact Information,,,comparison_cluster_34.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hotline: 0711 7372 7122,Not specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dental Coverage,,,comparison_cluster_34.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Up to 100% coverage for high-quality dental prostheses and cleanings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tariff Features,,,comparison_cluster_34.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Tariffs with and without aging provisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tax Benefits,,,comparison_cluster_34.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Can be deducted as a special expense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Audience,,,comparison_cluster_35.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Angestellte, Selbstständige, Beamte, Ärzte, Studierende",Studierende,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coverage Options,,,comparison_cluster_35.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Zahnzusatzversicherung, Krankenhauszusatzversicherung, ambulante Zusatzversicherung, Auslandskrankenversicherung","Schutz für Auslandssemester und Reisen, umfassender Auslandsschutz in Europa und 12 Monate außerhalb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Special Features,,,comparison_cluster_35.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Keine Wartezeit bei Zahnzusatzversicherung, Pflegezusatzversicherung","Freie Arzt- und Krankenhauswahl, Rückerstattungen, Gesundheitsboni",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premium Factors,,,comparison_cluster_35.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,"Alter, gewählte Leistungen, Gesundheitszustand, Einkommen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Additional Support,,,comparison_cluster_35.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SDK-Kundenportal, Hotline",Not specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unique Benefits,,,comparison_cluster_35.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Unfall- und Sachversicherungen, Praxiszusatzversicherung","Vergünstigte Ausbildungstarife, Beihilfe für Kinder von Beamten",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product Type,,,comparison_cluster_36.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Various insurance products,Dental supplementary insurance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Audience,,,comparison_cluster_36.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Employees, self-employed, civil servants, doctors, students",General public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Key Coverage,,,comparison_cluster_36.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Health, dental, hospital, outpatient, daily allowance, foreign travel, care, accident, liability, bicycle, electronics","Dental whitening, dental prostheses, implants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unique Features,,,comparison_cluster_36.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Online services, hotline support, contribution stabilization","Professional bleaching subsidy, immediate reimbursement",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Financial Benefits,,,comparison_cluster_36.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Contribution relief in old age,Tax-deductible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Additional Support,,,comparison_cluster_36.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hotline for inquiries,Not specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coverage for Vision Aids,,,comparison_cluster_37.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Up to 500 Euro every two years,Not specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coverage for Lasik Surgery,,,comparison_cluster_37.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Up to 1,000 Euro per eye",Not specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coverage for Medical Aids,,,comparison_cluster_37.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Up to 1,000 Euro every two years",Not specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preventive Measures Coverage,,,comparison_cluster_37.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Up to 500 Euro every two years,Not specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Natural Remedies Coverage,,,comparison_cluster_37.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Up to 1,000 Euro every two years",Not specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Worldwide Travel Protection,,,comparison_cluster_37.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Up to 56 days, including medical repatriation",Not specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monthly Premiums,,,comparison_cluster_37.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Varies: 14,14 € to 44,13 € depending on plan",Not specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Online Application Availability,,,comparison_cluster_37.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Not specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waiting Period,,,comparison_cluster_37.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,Not specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Customer Support Hotline,,,comparison_cluster_37.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0800 221 0221,Not specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product Range,,,comparison_cluster_37.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,"Wide range including health, dental, and travel insurance",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Headquarters,,,comparison_cluster_37.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Dortmund and Hamburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coverage Type,,,comparison_cluster_38.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ambulant, stationär, zahnärztlich","Zahnbehandlungen, Kieferorthopädie",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Discount,,,comparison_cluster_38.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20% Rabatt auf ambulante und stationäre Tarife,Nicht spezifiziert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hospital Treatment,,,comparison_cluster_38.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Einzelzimmerkomfort, Chefarztbehandlung",Nicht spezifiziert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dental Coverage,,,comparison_cluster_38.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100% Zahnersatz und Kieferorthopädie,"70%-100% Zahnersatz, Zahnbehandlungen, Kieferorthopädie",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waiting Period,,,comparison_cluster_38.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nicht spezifiziert,Keine Wartezeit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premium Stability,,,comparison_cluster_38.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hohe Beitragsstabilität,Beiträge abhängig vom Zahnzustand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digital Services,,,comparison_cluster_38.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SDK-App für Verwaltung,Nicht spezifiziert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tax Deductibility,,,comparison_cluster_38.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nicht spezifiziert,Unter bestimmten Voraussetzungen steuerlich absetzbar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Special Features,,,comparison_cluster_38.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flexible Wechseloptionen ohne erneute Gesundheitsprüfung,"Sofortige Kostenerstattung, Zahnstaffel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Awards,,,comparison_cluster_38.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deutscher Fairness-Preis,Nicht spezifiziert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hotline,,,comparison_cluster_38.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0800 221 0221,Nicht spezifiziert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Audience,,,comparison_cluster_39.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Angestellte, Selbstständige, Existenzgründer, Ärzte, Beamte",Gesetzlich Versicherte,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premium Features,,,comparison_cluster_39.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Premium-Leistungen, Beitragsrückerstattungen","Privatpatientenstatus, Ein- oder Zweibettzimmer",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flexibility and Customization,,,comparison_cluster_39.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Individuelle Tarifanpassungen, umfangreiche Wechseloptionen","Vier Tarife: UNFALL, START, PLUS, TOP",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Additional Support,,,comparison_cluster_39.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Facharztterminservice, Vorsorgemaßnahmen","Assistance-Leistungen: Fahrdienste, Kinderbetreuung",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cost Management,,,comparison_cluster_39.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Altersrückstellung, Beitragsentlastung",Beitrag abhängig von Eintrittsalter und Leistungsumfang,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Special Offers,,,comparison_cluster_39.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20% Rabatt für Ärzte, bis zu 40% Ersparnis für Angestellte","2,97 Euro monatlich für Kinder bis 15 Jahre",,,,,,,,,,,,,,,,,,,,,,,,,,,,
